"age","income","balance","id","fee_1","rate_1","rewards_1","fee_2","rate_2","rewards_2","fee_3","rate_3","rewards_3","fee_4","rate_4","rewards_4","fee_5","rate_5","rewards_5","error1","error2","error3","error4","error5","utility1","utility2","utility3","utility4","utility5","choice"
20,82074.3957263988,654.491942287499,97,0,0.25,1,25,0.1,0,25,0.25,0,25,0.25,0,0,0,0,0.0744913253139225,1.14915331753822,1.10517213463138,-0.45137519710726,1.4838288539848,58.0877276927529,61.0373896849772,57.2434085020703,55.6868611703317,1.4838288539848,2
27,45736.5104075557,510.944004597301,98,75,0.25,0,25,0.05,0,0,0.2,1,0,0.05,1,0,0,0,-0.20827888027367,1.12108091082176,0.748525091621727,-1.17105610521402,1.19236404422938,20.7927549661487,27.8721147572441,25.6245589380441,27.4549777412084,1.19236404422938,2
43,28735.448182733,1193.53686844708,99,0,0.25,1,75,0.15,0,75,0.1,1,75,0.25,0,0,0,0,0.896544483578422,-0.580509874173699,-0.170866827796442,-0.379078313846316,-0.398352753709715,2.0716754389015,0.469621081149382,3.62926412752664,-1.82894735852324,-0.398352753709715,3
32,51358.4128294532,777.785912323095,100,100,0.05,1,75,0.25,0,75,0.15,1,100,0.15,0,0,0,0,0.836591489177778,-0.203044273655319,0.0836041812234324,0.84881149696719,-0.428291608665164,30.241242394213,23.0766066313799,27.3632550862586,26.2534624020024,-0.428291608665164,1
18,43576.0550058627,531.823003307611,101,25,0.2,1,75,0.15,1,100,0.1,1,75,0.1,1,0,0,0,-0.252872034852159,-0.612323223381967,1.78720234851176,-0.165820403454704,1.40142397113564,26.9117747201311,27.0523235316013,30.326849103495,28.7488263515286,1.40142397113564,3
59,67236.3318087807,298.220267149621,102,100,0.1,1,0,0.2,0,25,0.2,0,75,0.2,0,0,0,0,0.401102121050903,-1.05899193369713,-0.09706350126173,-0.216845695013006,1.21737708953062,28.5519841585145,24.5918901037665,25.1788185362019,24.3090363424506,1.21737708953062,1
26,23387.6124812698,710.331049907145,103,100,0.15,0,75,0.05,0,100,0.15,0,0,0.25,1,0,0,0,1.22642358346694,2.90506363584945,1.80300059113599,-0.00971061354742463,1.90533586814258,5.85589419254624,10.4095342449287,6.43247120021529,5.11975999553188,1.90533586814258,2
62,49925.3096061276,1246.78961553472,104,25,0.15,1,25,0.2,1,75,0.2,0,75,0.1,1,0,0,0,0.90084709173526,1.66164321365787,1.21076787684481,1.16218606601537,0.710909841336795,12.7123602569437,12.2231563788663,9.52228104205329,13.4736992312238,0.710909841336795,4
41,22295.5509461891,495.588731001294,105,100,0.15,0,100,0.25,1,100,0.25,1,0,0.15,0,0,0,0,-1.09709506153109,0.389532590033767,2.24082937055012,0.682663184993605,6.64324366530514,-4.89587675727034,-4.40924910570548,-2.55795232518913,-1.61611851074565,6.64324366530514,5
67,44378.4048586121,1316.78893294603,106,100,0.25,0,75,0.2,0,25,0.05,0,0,0.2,1,0,0,0,0.274392251996609,-1.29635946206257,1.11213080056533,2.50582981571961,-1.12544724583274,-0.253963618183086,-0.199715332242262,6.70877493038564,6.22747394553992,-1.12544724583274,3
67,54590.8976880338,697.082387011414,107,0,0.2,1,100,0.2,0,75,0.2,0,75,0.2,1,0,0,0,0.190637648927782,2.09268926383768,0.557682403462233,-0.783776939220791,0.41225771486389,12.5929006837565,11.4949522986664,10.334945438291,10.493486095608,0.41225771486389,1
65,34712.0209234366,911.07686697508,108,25,0.05,0,100,0.2,0,25,0.1,0,75,0.25,1,0,0,0,-0.533538734015773,-0.130764205435071,-0.233263485898012,0.462030936217393,2.29810093060226,-2.15332094909462,-6.62554642051392,-3.10304570097686,-5.40775127886146,2.29810093060226,5
50,54175.3744227986,1062.50669880722,109,75,0.2,0,75,0.2,1,100,0.05,0,75,0.05,1,0,0,0,-0.736168104067748,-1.50055403698644,1.98553043686292,1.20768205392628,2.79955963837421,17.187900155311,17.9235142223923,23.2845986962417,24.3817503133051,2.79955963837421,4
18,90261.4238659514,431.166134059958,110,25,0.2,0,75,0.05,1,75,0.1,1,100,0.05,0,0,0,0,0.894798894448105,0.933579575851417,0.492714039853097,1.88209071085833,5.87764170802184,66.2420091805067,70.7807898619101,69.0899243259117,69.854300996917,5.87764170802184,2
60,59635.0462101238,1061.56496431949,111,100,0.05,1,100,0.25,0,100,0.05,0,25,0.15,0,0,0,0,3.77987280503006,0.730679383009897,-0.569911628535885,0.181739603409355,3.22246826373419,26.2196620836353,16.6704686616151,20.3698776500694,19.7465288820146,3.22246826373419,1
70,77980.4319049066,1555.86082772873,112,75,0.2,1,0,0.1,1,25,0.1,0,100,0.1,1,0,0,0,0.187341567978511,-0.0755819943037861,-0.0792958932711535,-0.172801639382846,-0.38747138567203,29.8457086871491,33.2077851248668,31.3290712258994,31.6105654797877,-0.38747138567203,2
52,72514.7179589036,970.156168467049,113,75,0.2,1,75,0.05,0,75,0.25,0,0,0.15,0,0,0,0,1.33340864013953,-0.362959832154298,-0.264895111781283,1.0193078364551,0.609159657830997,35.3459189052075,35.8995504329137,30.9976151532867,35.9068181015231,0.609159657830997,4
33,54510.4856079827,653.527211551659,114,0,0.15,0,100,0.15,0,0,0.25,1,0,0.2,0,0,0,0,1.64610850818989,-1.03334815018551,1.5477890826029,1.83812143514669,-1.01689105658394,30.7300212749752,26.5505646165998,29.6317018493882,29.672034201932,-1.01689105658394,1
43,55093.2278516781,611.128412664997,115,0,0.1,1,0,0.25,0,100,0.2,0,75,0.05,1,0,0,0,0.13734738866254,0.562628396695351,0.767056070809773,-1.07207365637251,1.00800280824979,27.4665910625889,22.6418720706218,22.5962997447362,26.3821700175539,1.00800280824979,1
61,56174.2274711685,1306.94527739031,116,100,0.1,0,0,0.05,0,0,0.05,0,75,0.1,1,0,0,0,-0.622294766504761,1.64094074935234,2.85286366788217,-0.178678966684826,-0.628704647057604,15.6257985839885,20.6390340998456,21.8509570183754,17.9444143838084,-0.628704647057604,3
21,66504.2801816913,769.255894643921,117,75,0.05,1,100,0.05,0,0,0.05,0,100,0.25,0,0,0,0,1.05109693159642,0.496534521259647,-0.0126344391078305,1.42830253456568,1.16549661427651,49.204735086034,46.7751726756972,47.7660037153298,42.7069406890033,1.16549661427651,1
55,39225.935831006,611.312208241397,118,0,0.1,0,75,0.15,1,100,0.25,1,100,0.15,1,0,0,0,-1.27058230553241,-0.0998229766108907,1.58691268120701,-0.323261284585069,0.0764377199168993,5.07146315082271,5.36722247974423,4.17895813756214,4.76878417177005,0.0764377199168993,2
41,32287.0296839716,1405.07562895715,119,25,0.2,0,0,0.25,0,100,0.05,0,100,0.25,0,0,0,0,0.509130380210322,-0.151623474000467,0.242157636769683,0.621216560850974,1.80261115357397,5.07810561158619,3.5423517573754,7.43613286814555,2.81519179222684,1.80261115357397,3
60,41431.5887061331,844.292278031544,120,100,0.05,0,100,0.2,0,75,0.25,0,100,0.25,0,0,0,0,2.29701581381136,-0.164811800539507,0.98095476232184,-0.989652085931228,0.777769328255276,7.76386621402452,1.55203859967365,1.822805162535,-0.522801685718067,0.777769328255276,1
28,34738.9456990022,1216.16816426268,121,100,0.25,1,75,0.05,0,0,0.15,0,0,0.05,0,0,0,0,-0.504240384667539,1.16252171529864,1.74240855893399,-0.295860855774237,0.851160802074087,11.7738634594843,17.3156255594505,16.5205124030858,16.9822429883776,0.851160802074087,2
42,58053.6870891091,1116.40150841316,122,25,0.05,1,0,0.2,1,75,0.2,1,0,0.1,1,0,0,0,0.624163869455364,-0.923066522807699,1.90417201726201,-0.576067323762466,0.238759363485954,31.8447978951981,26.922567502935,28.6248060430047,29.7695667019803,0.238759363485954,1
22,31413.8076599837,812.374618198535,123,25,0.15,0,25,0.1,0,75,0.05,0,75,0.25,1,0,0,0,0.424572509468775,1.55765893312635,0.222035468908934,-0.559893425030934,-0.0399108651476353,15.0013090204549,17.3843954441125,16.5487719798951,12.2668430859552,-0.0399108651476353,2
38,26876.6633585516,694.49803011726,124,25,0.15,1,0,0.25,0,75,0.2,1,75,0.05,1,0,0,0,0.234734154474206,0.0579847478253786,0.089576592246315,0.798647563330632,-0.697521354770343,4.45489800924305,0.653148602594224,2.30974044701516,6.76881141809948,-0.697521354770343,4
24,37060.319072694,1021.62699824529,125,75,0.05,0,100,0.25,1,100,0.15,1,0,0.15,0,0,0,0,0.297651052736019,0.0403054894279352,-0.890776322323249,0.444786122561555,-0.174896826564858,20.4239222645259,16.2915767012178,17.8604948894666,19.1960573343514,-0.174896826564858,1
57,64709.3795489727,1391.73139082763,126,25,0.2,1,0,0.2,1,75,0.15,1,100,0.2,0,0,0,0,0.506304660711632,-0.0958773870207514,-0.555054498031952,0.913903975425028,0.549125129384294,26.1342772773385,25.9070952296061,25.5729181185949,23.9168765920519,0.549125129384294,1
34,46739.6378639472,685.227987621591,127,100,0.25,0,25,0.2,1,75,0.25,0,25,0.2,0,0,0,0,-0.184524958948904,-0.822846408888141,0.460603625599713,1.23942442926059,-0.339369880077142,17.7941672254062,21.030845775467,18.8142958099548,21.5931166136157,-0.339369880077142,4
65,43460.453940431,744.56508278448,128,75,0.2,1,100,0.05,1,0,0.15,0,0,0.15,0,0,0,0,3.06464536620891,0.104877112071243,-0.477573278573396,3.86161809273868,1.70777366252131,5.88103121557525,6.29626296143758,3.21381257079294,7.55300394210502,1.70777366252131,4
28,25866.4263597887,638.892228423173,129,25,0.25,0,75,0.25,0,100,0.1,1,25,0.2,0,0,0,0,-0.445388161558222,-0.471781637169109,1.73958213188214,0.744035791445134,-0.506246017828062,3.91607424426221,3.13968076865132,10.2260445377026,6.35549819726557,-0.506246017828062,3
55,22928.5635073457,1352.82614254587,130,75,0.1,0,75,0.05,0,75,0.2,1,0,0.1,0,0,0,0,-0.385546924881756,-0.202529398786823,-1.17854713128302,0.0256404314233412,1.74188086860644,-9.02126794363791,-7.58825041754297,-10.8142681500392,-7.48508058733281,1.74188086860644,5
48,24156.3362639592,1204.96091164408,131,0,0.15,1,0,0.15,0,0,0.2,1,25,0.15,1,0,0,0,-0.21583340100841,0.337353671086021,-1.3208995362995,0.80593056675104,-0.37401974752067,-2.93294757664309,-3.87976050454866,-5.28801371193419,-2.28618360888364,-0.37401974752067,5
26,25078.5370999627,1167.68118177446,132,75,0.15,1,25,0.2,1,100,0.1,1,25,0.2,0,0,0,0,-0.488695929564319,-0.407407721322311,0.13396555266958,1.69282190834754,3.49393001392687,7.45306060540401,7.03434881364602,8.95072208763791,7.63457844331587,3.49393001392687,3
21,51611.8048325377,982.281561569066,133,25,0.05,1,100,0.15,0,0,0.2,0,0,0.25,1,0,0,0,1.4462972547501,-0.712243435569855,0.262212153117225,0.139774483738468,1.62196087603993,37.6913313624071,30.4077906720871,31.6322462607742,31.7598085913955,1.62196087603993,1
30,20076.4225429737,1132.41452546803,134,75,0.05,1,25,0.05,0,0,0.05,0,25,0.2,0,0,0,0,-0.423375266754022,-1.9439299226232,3.16877586851904,1.06958204832029,2.06916497494362,3.76658389477361,1.49602923890443,6.98373503004667,0.759541209847925,2.06916497494362,3
41,51678.7515119782,1359.31190022973,135,0,0.05,1,100,0.05,0,100,0.1,0,75,0.1,1,0,0,0,-1.04045654338415,3.80251873640097,-0.368770421765734,1.56454333546649,-0.334679863406358,25.6364822417973,27.4794575215824,22.0581683634157,25.8664821206479,-0.334679863406358,2
41,87535.0660669274,1006.62002422764,136,0,0.25,0,0,0.25,1,0,0.2,1,75,0.25,0,0,0,0,-0.158919140990862,-0.191274248191516,0.305039670228421,-0.790408296009136,0.157727321637347,50.4958870158975,51.9635319086968,53.7098458271167,48.7393978608792,0.157727321637347,3
63,39421.7499363533,1051.18280463498,137,100,0.2,0,0,0.2,0,25,0.2,1,25,0.15,0,0,0,0,1.02991684220516,0.0794748399037824,-1.08683341219974,0.983310343093797,4.88587333076172,-0.461595711894539,0.0879622858040828,0.0466540337005579,1.8667977889941,4.88587333076172,5
38,34333.2927050858,731.575335941311,138,75,0.15,1,75,0.25,1,0,0.1,0,100,0.25,0,0,0,0,0.12534523643026,1.88847281654061,-0.192499720107419,-0.402105466497312,-0.0556003027822669,9.93364403575321,9.19677161586357,10.4907990792155,5.03119333282564,-0.0556003027822669,3
42,49621.9276786215,1041.65978326826,139,100,0.05,0,100,0.05,1,0,0.2,1,100,0.15,0,0,0,0,0.205211959190804,0.443161588299006,3.09127329060417,0.491357855062807,-0.484231359061458,21.6338504860191,23.3718001151273,23.7699118174325,19.4199963818911,-0.484231359061458,3
59,23977.3781295234,921.271853677129,140,25,0.25,1,100,0.05,1,75,0.25,0,100,0.1,0,0,0,0,0.939631465032231,0.883135068172077,1.71470745401837,-0.20103566434228,0.0990292310623228,-10.3045971248729,-6.48609352173303,-11.7795211358867,-10.3202642542474,0.0990292310623228,5
55,42514.8091381761,789.100762994162,141,0,0.1,1,75,0.15,0,0,0.15,1,75,0.2,1,0,0,0,-0.447270581817745,-0.0729395423747699,0.0316972397234842,-0.120002731976075,0.828986067317067,10.190317185632,6.68964822507495,9.4192850071732,6.89258503547364,0.828986067317067,1
41,40806.4502573118,895.504531012753,142,0,0.2,0,100,0.25,1,75,0.15,0,75,0.2,0,0,0,0,-0.659593007183831,-1.06274916536421,-0.0169538515674885,-0.458304120465942,2.99678296977597,11.5258897115312,9.87273355335079,12.2935288671475,10.6021785982491,2.99678296977597,3
23,45002.1601772932,812.478871481209,143,25,0.2,0,25,0.05,1,0,0.05,1,25,0.15,0,0,0,0,2.83448688808422,5.28348538207593,0.275878168492495,-0.824881485643061,1.14471341729654,27.2113230387834,34.9103215327751,30.2777143191917,24.8019546650561,1.14471341729654,2
58,46408.715708241,980.432214975753,144,0,0.2,0,25,0.25,0,25,0.25,1,75,0.15,1,0,0,0,3.60669836117476,1.83675976624176,3.51209636219734,-0.0279898218017504,1.78807688628706,12.0541067131796,8.65916811824663,11.8345047142022,10.0444185302031,1.78807688628706,1
25,26056.6634925937,582.423330789546,145,25,0.1,1,0,0.05,1,75,0.2,0,25,0.2,1,0,0,0,0.488304515530835,-0.862853180583892,2.06468312037078,1.42657666443652,0.498145419824243,11.7614684842354,12.0353107881207,8.58784708907539,10.1997406331411,0.498145419824243,2
67,48489.4060037191,1082.13155753882,146,25,0.25,0,25,0.25,0,100,0.15,1,100,0.2,0,0,0,0,0.556571370021458,0.248091126542955,4.75759327230242,0.607115294916142,2.00071323136868,4.64756647318269,4.33908622970419,11.7235883754637,4.82311039807738,2.00071323136868,3
57,24614.136862345,1056.07843020284,147,25,0.25,1,25,0.05,0,100,0.05,0,75,0.15,1,0,0,0,1.38210166388351,0.835141676589615,1.17455162138868,-0.38014038080928,-1.80909024128289,-8.32088200312324,-5.36784199041713,-6.15343204561807,-8.33312404781602,-1.80909024128289,5
56,21016.1986733438,1141.22815758096,148,75,0.25,1,100,0.25,1,0,0.1,1,75,0.2,1,0,0,0,-0.199747334685883,1.68565898810865,0.494642953946788,0.593976334066993,0.30086011366067,-13.2109784623436,-11.7005721395491,-7.64158817371096,-11.1672547935908,0.30086011366067,5
57,72717.20444105,673.842648289131,149,0,0.05,0,0,0.1,1,100,0.15,0,0,0.2,1,0,0,0,0.375390697663937,-0.252178406183569,0.381716526887486,-0.391919811863772,-0.286726573414327,35.4350144725564,35.0574453687089,31.4413403017799,32.4177039630287,-0.286726573414327,1
27,46227.6614818245,1454.28234658382,150,0,0.05,0,25,0.15,1,0,0.25,0,25,0.2,1,0,0,0,2.69373935706669,-1.03525066640126,-0.539237431195127,0.555768643316017,-0.234468053714316,30.2372516166175,25.1332615931496,22.0042748283557,25.4742809028668,-0.234468053714316,1
52,50318.6496026359,1234.99032454539,151,100,0.05,1,75,0.15,0,25,0.15,0,0,0.1,1,0,0,0,-0.162772379846426,2.72691063821322,0.75614680867497,-1.33129673082769,0.968401138777239,18.3580797823941,17.6227628004537,16.4019989709155,17.4395554314128,0.968401138777239,1
58,43995.0184898946,1041.06990787089,152,25,0.25,0,25,0.15,0,25,0.2,0,0,0.25,1,0,0,0,1.0958086867386,0.18388615100242,1.30525936523259,-0.330236876459313,-0.707970330031824,5.86657440314898,7.45465186741279,7.32602508164296,6.31552883995106,-0.707970330031824,2
70,90393.6346136963,843.200761614624,153,100,0.25,1,25,0.15,0,0,0.2,1,75,0.15,0,0,0,0,1.28392219586546,0.246049509234571,-0.191337072475761,1.49545604526714,-1.08405119976781,39.8685116175073,40.9556389308765,41.1432523491661,41.455045466909,-1.08405119976781,4
57,36459.6739531178,659.801149964138,154,75,0.1,0,75,0.05,1,25,0.15,1,25,0.2,1,0,0,0,-0.662936717285894,-0.737144592367499,-0.0440773365621665,1.46194680365864,0.977633001000816,1.20278614286425,3.87857826778265,2.82164552358798,3.07766966380878,0.977633001000816,2
40,91041.1923678255,1184.44740644565,155,25,0.15,0,0,0.15,0,25,0.1,1,0,0.2,0,0,0,0,-0.491177074225473,3.39759148974779,1.11202758897228,0.830320868661429,1.84618444407843,55.7688364384262,60.0326050023995,60.1220411016239,56.2153343813131,1.84618444407843,3
18,4222.13128329157,856.182680858537,156,0,0.1,0,75,0.2,1,25,0.2,1,25,0.05,0,0,0,0,0.0179282127845449,0.368338819201883,2.00619259864116,-2.1000939708161,0.688711773938199,-4.89326019641762,-6.66784959000028,-4.27999581056101,-6.13628238001826,0.688711773938199,5
54,62327.8571069707,1514.33123457012,157,100,0.1,1,75,0.05,1,0,0.05,1,25,0.2,1,0,0,0,1.07203376198528,2.36668518086738,-0.140767696278717,0.598920035653707,-0.466211833010749,27.5507123029104,30.4703637217925,29.0879108446464,25.7025985765788,-0.466211833010749,2
56,64348.8101516395,865.577913601865,158,25,0.05,0,0,0.15,0,75,0.2,1,75,0.05,1,0,0,0,-1.26500964319562,-0.738158586381046,4.35110791700902,0.0389269114226482,-0.79984122610589,26.806478985698,25.2083300425125,29.4225965459026,28.8604155403162,-0.79984122610589,3
34,80444.3054000546,1217.39457326537,159,75,0.2,1,0,0.2,1,75,0.25,1,75,0.15,0,0,0,0,0.273210159700086,-0.389045671937795,-0.471894278714176,1.48393229839728,1.52614479581409,50.0258697497465,50.4886139181087,48.0307653113323,50.9865918884437,1.52614479581409,4
21,9047.19761025844,867.065617967648,160,75,0.2,0,25,0.1,0,25,0.05,1,100,0.1,1,0,0,0,0.0407001384686816,-0.888724731657763,-0.747856491009862,1.31563352250504,0.894939290962396,-5.89418189281164,-3.57360676293808,-0.682738522290183,-0.994248508775278,0.894939290962396,5
44,34476.6995810527,1024.58299550268,161,100,0.15,1,100,0.2,1,25,0.1,1,100,0.05,1,0,0,0,2.03335854877165,1.89832648547352,0.437114609025393,-1.36918115753542,3.41490308402578,8.58855319266643,7.20352112936831,9.36730925292018,7.68601348635937,3.41490308402578,3
60,72326.5745933759,679.048580919965,162,25,0.05,1,25,0.1,0,75,0.25,1,0,0.1,1,0,0,0,0.297177087435144,1.37911445140333,2.32224854605181,0.540812547929289,3.46407309454749,34.6497654918046,32.9817028557728,30.9248369504213,34.0184009522988,3.46407309454749,1
32,43508.7953030303,237.738179407674,163,0,0.2,0,25,0.2,0,0,0.15,1,0,0.25,0,0,0,0,-0.305663600029126,-0.208983025501447,-0.33936004845615,-0.135125937897955,2.55197219804192,18.6768124075467,18.3984929820743,21.3931159591196,17.5973500696778,2.55197219804192,3
22,56366.4650730718,1112.59586081215,164,100,0.1,0,0,0.2,1,100,0.05,0,25,0.1,0,0,0,0,4.36370769636996,-0.355859177101336,1.72057834792294,0.812499559095425,-1.14157862459842,40.275203008481,36.0556361350097,38.882073660034,37.8489948712065,-1.14157862459842,1
26,61893.2509599516,659.053949690192,165,0,0.05,0,75,0.1,1,100,0.15,0,75,0.1,1,0,0,0,0.749586597339182,-0.302203336758177,0.285625599563844,-0.705462355988797,1.28998057576769,42.108849913298,40.1820599792007,37.6448889155227,39.77880095997,1.28998057576769,1
53,28316.7386139809,1030.52592571388,166,100,0.1,1,25,0.2,0,100,0.1,0,25,0.2,1,0,0,0,-0.599222697266207,0.83812210263986,-0.185681736012221,-0.610660905480128,-1.11076808230136,-2.52999487538248,-3.96765007547642,-3.6164539141285,-3.9164330835964,-1.11076808230136,5
67,53091.8511970837,1096.35725890362,167,75,0.1,0,100,0.15,1,0,0.25,0,25,0.15,1,0,0,0,0.113591545238731,2.18763318950928,0.000102582103063923,0.987292396416112,1.28362529165385,11.1166650627599,13.0657067070305,8.37817609962425,12.9903659139373,1.28362529165385,2
18,24814.3995037738,999.451898991604,168,25,0.15,0,75,0.25,0,100,0.15,1,25,0.1,0,0,0,0,-0.487676156594848,-1.31325868876832,-0.39231429525525,0.832900541602384,0.780978934330761,10.4795634216129,6.40398088943944,10.9499252829525,13.0501401198101,0.780978934330761,4
40,34263.7412751812,1566.30702502976,169,75,0.25,0,25,0.1,0,100,0.25,0,75,0.2,1,0,0,0,-0.251412962495986,-0.777046254357654,0.482546650059666,-0.705491468384302,-0.606294414483345,4.49776712140804,8.47213382954638,4.8567267339637,6.79368861551973,-0.606294414483345,2
31,60258.9754428224,743.693307836017,170,0,0.15,0,25,0.2,0,75,0.05,1,100,0.15,0,0,0,0,-0.919069629903248,2.01680536626018,-0.0442890627100146,3.156724173375,0.340631152235232,34.0510594964958,35.3619344926592,37.800840063689,36.626853299774,0.340631152235232,3
42,46706.5671838475,735.787448357611,171,0,0.25,0,100,0.25,0,25,0.2,1,25,0.2,1,0,0,0,1.03993001626378,0.0395430010379068,0.725554109589124,1.52848027605194,-0.811482763275753,16.4905121225342,13.9901251073083,18.5511362158595,19.3540623823223,-0.811482763275753,4
